id,record_id,table_id,title,description
6420,6469,0,"Policy change today",""
6421,6470,0,"",""
6422,6471,0,"search terms related to covid-19 %: 4.4414223853995995",""
6423,6472,0,"Day: 2",""
6424,6473,0,"",""
6425,6474,0,"Deaths: 0.0",""
6426,6475,0,"Cases: 0.0",""
6427,6476,0,"XGB Error rate: 0.0",""
6428,6477,0,"KNN Error rate: 0.0",""
6429,6478,0,"",""
6430,6479,0,"H2 Testing policy: 5",""
6431,6480,0,"H3 Contact Tracing: 5",""
6432,6481,0,"H4 Emergency investment in healthcare: 5",""
6433,6482,0,"H5 Investment in vaccines'5",""
6434,6483,0,"H6 Facial Coverings5",""
6435,6484,0,"Policy change today",""
6436,6485,0,"",""
6437,6486,0,"symptoms indicate covid-19: 0.0",""
6438,6487,0,"symptoms related to influenza: 0.0",""
6439,6488,0,"doctors visits related to covid: 0.313792",""
6440,6489,0,"Hospital visits: 0.044555000000000004",""
6441,6490,0,"Covid tests: 0.0",""
6442,6491,0,"",""
6443,6492,0,"E1 Income support: 5",""
6444,6493,0,"E2 Debt/contract relief: 5",""
6445,6494,0,"E3 Fiscal measures: 5",""
6446,6495,0,"Policy change today",""
6447,6496,0,"",""
6448,6497,0,"C1 School closing: 5",""
6449,6498,0,"C2_Workplace closing: 5",""
6450,6499,0,"C3_Cancel public events: 5",""
6451,6500,0,"C4_Restrictions on gatherings5",""
6452,6501,0,"C5_Close public transport5",""
6453,6502,0,"C6 Stay at home requirements: 5",""
6454,6503,0,"C7_Restrictions on internal movement5",""
6455,6504,0,"C8 International travel controlsAs of March 2, foreign nationals who have travelled to Iran within the past 14 days are denied permission to enter the US.  https://web.archive.org/web/20200410104600/https://edition.cnn.com/travel/article/coronavirus-travel-restrictions/  ",""
6456,6505,0,"Policy change today",""
6457,6506,0,"",""
6458,6507,0,"move at home %: 0.24823366413192",""
6459,6508,0,"move away part_time: 0.10887284512667998",""
6460,6509,0,"move away full time: 0.092458772243004",""
6461,6510,0,"",""
6462,6511,0,"H1 Public information campaigns: 5",""
6463,6512,0,"Policy change today",""
6464,6513,0,"",""
6465,6514,0,"search terms related to covid-19 %: 5.9293153796185",""
6466,6515,0,"Day: 3",""
6467,6516,0,"",""
6468,6517,0,"Deaths: 0.0",""
6469,6518,0,"Cases: 0.0051404470369204",""
6470,6519,0,"XGB Error rate: 0.0",""
6471,6520,0,"KNN Error rate: 0.0",""
6472,6521,0,"",""
6473,6522,0,"H2 Testing policy: 5",""
6474,6523,0,"H3 Contact Tracing: 5",""
6475,6524,0,"H4 Emergency investment in healthcare: During a novel coronavirus briefing, Governor Andrew M. Cuomo today signed into law a $40 million emergency management authorization for New York State's novel coronavirus response. This appropriation will allow the State to hire additional staff and procure equipment and any other resources necessary to respond to the evolving situation.      https://web.archive.org/web/20200624212536/https://www.governor.ny.gov/news/during-coronavirus-briefing-governor-cuomo-signs-40-million-emergency-management-authorization",""
6476,6525,0,"H5 Investment in vaccines'5",""
6477,6526,0,"H6 Facial Coverings5",""
6478,6527,0,"Policy change today",""
6479,6528,0,"",""
6480,6529,0,"symptoms indicate covid-19: 0.0",""
6481,6530,0,"symptoms related to influenza: 0.0",""
6482,6531,0,"doctors visits related to covid: 0.31869899999999995",""
6483,6532,0,"Hospital visits: 0.05284",""
6484,6533,0,"Covid tests: 0.0",""
6485,6534,0,"",""
6486,6535,0,"E1 Income support: 5",""
6487,6536,0,"E2 Debt/contract relief: 5",""
6488,6537,0,"E3 Fiscal measures: 5",""
6489,6538,0,"Policy change today",""
6490,6539,0,"",""
6491,6540,0,"C1 School closing: 5",""
6492,6541,0,"C2_Workplace closing: 5",""
6493,6542,0,"C3_Cancel public events: 5",""
6494,6543,0,"C4_Restrictions on gatherings5",""
6495,6544,0,"C5_Close public transport5",""
6496,6545,0,"C6 Stay at home requirements: 5",""
6497,6546,0,"C7_Restrictions on internal movement5",""
6498,6547,0,"C8 International travel controls5",""
6499,6548,0,"Policy change today",""
6500,6549,0,"",""
6501,6550,0,"move at home %: 0.22995661054017",""
6502,6551,0,"move away part_time: 0.11987092142527",""
6503,6552,0,"move away full time: 0.10177553092453",""
6504,6553,0,"",""
6505,6554,0,"H1 Public information campaigns: 5",""
6506,6555,0,"Policy change today",""
6507,6556,0,"",""
6508,6557,0,"search terms related to covid-19 %: 6.909996354945401",""
6509,6558,0,"Day: 4",""
6510,6559,0,"",""
6511,6560,0,"Deaths: 0.0",""
6512,6561,0,"Cases: 0.046264023332282994",""
6513,6562,0,"XGB Error rate: 0.0",""
6514,6563,0,"KNN Error rate: 0.0",""
6515,6564,0,"",""
6516,6565,0,"H2 Testing policy: 5",""
6517,6566,0,"H3 Contact Tracing: 5",""
6518,6567,0,"H4 Emergency investment in healthcare: 5",""
6519,6568,0,"H5 Investment in vaccines'5",""
6520,6569,0,"H6 Facial Coverings5",""
6521,6570,0,"Policy change today",""
6522,6571,0,"",""
6523,6572,0,"symptoms indicate covid-19: 0.0",""
6524,6573,0,"symptoms related to influenza: 0.0",""
6525,6574,0,"doctors visits related to covid: 0.317029",""
6526,6575,0,"Hospital visits: 0.058314",""
6527,6576,0,"Covid tests: 0.0",""
6528,6577,0,"",""
6529,6578,0,"E1 Income support: 5",""
6530,6579,0,"E2 Debt/contract relief: 5",""
6531,6580,0,"E3 Fiscal measures: 5",""
6532,6581,0,"Policy change today",""
6533,6582,0,"",""
6534,6583,0,"C1 School closing: 5",""
6535,6584,0,"C2_Workplace closing: 5",""
6536,6585,0,"C3_Cancel public events: 5",""
6537,6586,0,"C4_Restrictions on gatherings5",""
6538,6587,0,"C5_Close public transport5",""
6539,6588,0,"C6 Stay at home requirements: 5",""
6540,6589,0,"C7_Restrictions on internal movement5",""
6541,6590,0,"C8 International travel controls5",""
6542,6591,0,"Policy change today",""
6543,6592,0,"",""
6544,6593,0,"move at home %: 0.23411531146572",""
6545,6594,0,"move away part_time: 0.11510409189958",""
6546,6595,0,"move away full time: 0.09630213286929401",""
6547,6596,0,"",""
6548,6597,0,"H1 Public information campaigns: 5",""
6549,6598,0,"Policy change today",""
6550,6599,0,"",""
6551,6600,0,"search terms related to covid-19 %: 9.5106590638369",""
6552,6601,0,"Day: 5",""
6553,6602,0,"",""
6554,6603,0,"Deaths: 0.0",""
6555,6604,0,"Cases: 0.056544917406123996",""
6556,6605,0,"XGB Error rate: 0.0",""
6557,6606,0,"KNN Error rate: 0.0",""
6558,6607,0,"",""
6559,6608,0,"H2 Testing policy: 5",""
6560,6609,0,"H3 Contact Tracing: 5",""
6561,6610,0,"H4 Emergency investment in healthcare: 5",""
6562,6611,0,"H5 Investment in vaccines'5",""
6563,6612,0,"H6 Facial Coverings5",""
6564,6613,0,"Policy change today",""
6565,6614,0,"",""
6566,6615,0,"symptoms indicate covid-19: 0.0",""
6567,6616,0,"symptoms related to influenza: 0.0",""
6568,6617,0,"doctors visits related to covid: 0.323353",""
6569,6618,0,"Hospital visits: 0.049004",""
6570,6619,0,"Covid tests: 0.0",""
6571,6620,0,"",""
6572,6621,0,"E1 Income support: 5",""
6573,6622,0,"E2 Debt/contract relief: 5",""
6574,6623,0,"E3 Fiscal measures: 5",""
6575,6624,0,"Policy change today",""
6576,6625,0,"",""
6577,6626,0,"C1 School closing: 5",""
6578,6627,0,"C2_Workplace closing: 5",""
6579,6628,0,"C3_Cancel public events: 5",""
6580,6629,0,"C4_Restrictions on gatherings5",""
6581,6630,0,"C5_Close public transport5",""
6582,6631,0,"C6 Stay at home requirements: 5",""
6583,6632,0,"C7_Restrictions on internal movement5",""
6584,6633,0,"C8 International travel controls5",""
6585,6634,0,"Policy change today",""
6586,6635,0,"",""
6587,6636,0,"move at home %: 0.21435443630383",""
6588,6637,0,"move away part_time: 0.11633257773616999",""
6589,6638,0,"move away full time: 0.093352423504929",""
6590,6639,0,"",""
6591,6640,0,"H1 Public information campaigns: 5",""
6592,6641,0,"Policy change today",""
6593,6642,0,"",""
6594,6643,0,"search terms related to covid-19 %: 8.9333270661268",""
6595,6644,0,"Day: 6",""
6596,6645,0,"",""
6597,6646,0,"Deaths: 0.0",""
6598,6647,0,"Cases: 0.015421341110761003",""
6599,6648,0,"XGB Error rate: 0.0",""
6600,6649,0,"KNN Error rate: 0.0",""
6601,6650,0,"",""
6602,6651,0,"H2 Testing policy: 5",""
6603,6652,0,"H3 Contact Tracing: 5",""
6604,6653,0,"H4 Emergency investment in healthcare: 5",""
6605,6654,0,"H5 Investment in vaccines'5",""
6606,6655,0,"H6 Facial Coverings5",""
6607,6656,0,"Policy change today",""
6608,6657,0,"",""
6609,6658,0,"symptoms indicate covid-19: 0.0",""
6610,6659,0,"symptoms related to influenza: 0.0",""
6611,6660,0,"doctors visits related to covid: 0.326892",""
6612,6661,0,"Hospital visits: 0.041154",""
6613,6662,0,"Covid tests: 0.0",""
6614,6663,0,"",""
6615,6664,0,"E1 Income support: 5",""
6616,6665,0,"E2 Debt/contract relief: 5",""
6617,6666,0,"E3 Fiscal measures: 5",""
6618,6667,0,"Policy change today",""
6619,6668,0,"",""
6620,6669,0,"C1 School closing: 5",""
6621,6670,0,"C2_Workplace closing: 5",""
6622,6671,0,"C3_Cancel public events: 5",""
6623,6672,0,"C4_Restrictions on gatherings5",""
6624,6673,0,"C5_Close public transport5",""
6625,6674,0,"C6 Stay at home requirements: 5",""
6626,6675,0,"C7_Restrictions on internal movement5",""
6627,6676,0,"C8 International travel controls5",""
6628,6677,0,"Policy change today",""
6629,6678,0,"",""
6630,6679,0,"move at home %: 0.20750773398342",""
6631,6680,0,"move away part_time: 0.10637827634968",""
6632,6681,0,"move away full time: 0.081237029323201",""
6633,6682,0,"",""
6634,6683,0,"H1 Public information campaigns: 5",""
6635,6684,0,"Policy change today",""
6636,6685,0,"",""
6637,6686,0,"search terms related to covid-19 %: 8.8650818507025",""
6638,6687,0,"Day: 7",""
6639,6688,0,"",""
6640,6689,0,"Deaths: 0.0",""
6641,6690,0,"Cases: 0.26730324591986",""
6642,6691,0,"XGB Error rate: 0.0",""
6643,6692,0,"KNN Error rate: 0.0",""
6644,6693,0,"",""
6645,6694,0,"H2 Testing policy: 5",""
6646,6695,0,"H3 Contact Tracing: 5",""
6647,6696,0,"H4 Emergency investment in healthcare: 5",""
6648,6697,0,"H5 Investment in vaccines'5",""
6649,6698,0,"H6 Facial Coverings5",""
6650,6699,0,"Policy change today",""
6651,6700,0,"",""
6652,6701,0,"symptoms indicate covid-19: 0.0",""
6653,6702,0,"symptoms related to influenza: 0.0",""
6654,6703,0,"doctors visits related to covid: 0.330044",""
6655,6704,0,"Hospital visits: 0.05824",""
6656,6705,0,"Covid tests: 0.0",""
6657,6706,0,"",""
6658,6707,0,"E1 Income support: 5",""
6659,6708,0,"E2 Debt/contract relief: 5",""
6660,6709,0,"E3 Fiscal measures: 5",""
6661,6710,0,"Policy change today",""
6662,6711,0,"",""
6663,6712,0,"C1 School closing: 5",""
6664,6713,0,"C2_Workplace closing: 5",""
6665,6714,0,"C3_Cancel public events: 5",""
6666,6715,0,"C4_Restrictions on gatherings5",""
6667,6716,0,"C5_Close public transport5",""
6668,6717,0,"C6 Stay at home requirements: 5",""
6669,6718,0,"C7_Restrictions on internal movement5",""
6670,6719,0,"C8 International travel controls5",""
6671,6720,0,"Policy change today",""
6672,6721,0,"",""
6673,6722,0,"move at home %: 0.27110792164436",""
6674,6723,0,"move away part_time: 0.066111606240021",""
6675,6724,0,"move away full time: 0.034446831385213",""
6676,6725,0,"",""
6677,6726,0,"H1 Public information campaigns: 5",""
6678,6727,0,"Policy change today",""
6679,6728,0,"",""
6680,6729,0,"search terms related to covid-19 %: 9.2652313541173",""
6681,6730,0,"Day: 8",""
6682,6731,0,"",""
6683,6732,0,"Deaths: 0.0",""
6684,6733,0,"Cases: 0.14907296407068998",""
6685,6734,0,"XGB Error rate: 0.0",""
6686,6735,0,"KNN Error rate: 0.0",""
6687,6736,0,"",""
6688,6737,0,"H2 Testing policy: 5",""
6689,6738,0,"H3 Contact Tracing: 5",""
6690,6739,0,"H4 Emergency investment in healthcare: 5",""
6691,6740,0,"H5 Investment in vaccines'5",""
6692,6741,0,"H6 Facial Coverings5",""
6693,6742,0,"Policy change today",""
6694,6743,0,"",""
6695,6744,0,"symptoms indicate covid-19: 0.0",""
6696,6745,0,"symptoms related to influenza: 0.0",""
6697,6746,0,"doctors visits related to covid: 0.332285",""
6698,6747,0,"Hospital visits: 0.065773",""
6699,6748,0,"Covid tests: 0.0",""
6700,6749,0,"",""
6701,6750,0,"E1 Income support: 5",""
6702,6751,0,"E2 Debt/contract relief: 5",""
6703,6752,0,"E3 Fiscal measures: 5",""
6704,6753,0,"Policy change today",""
6705,6754,0,"",""
6706,6755,0,"C1 School closing: 5",""
6707,6756,0,"C2_Workplace closing: 5",""
6708,6757,0,"C3_Cancel public events: 5",""
6709,6758,0,"C4_Restrictions on gatherings5",""
6710,6759,0,"C5_Close public transport5",""
6711,6760,0,"C6 Stay at home requirements: 5",""
6712,6761,0,"C7_Restrictions on internal movement5",""
6713,6762,0,"C8 International travel controls5",""
6714,6763,0,"Policy change today",""
6715,6764,0,"",""
6716,6765,0,"move at home %: 0.28646252077312",""
6717,6766,0,"move away part_time: 0.051580961958095",""
6718,6767,0,"move away full time: 0.027831719158364",""
6719,6768,0,"",""
6720,6769,0,"H1 Public information campaigns: 5",""
6721,6770,0,"Policy change today",""
6722,6771,0,"",""
6723,6772,0,"search terms related to covid-19 %: 10.396591428135",""
6724,6773,0,"Day: 9",""
6725,6774,0,"",""
6726,6775,0,"Deaths: 0.0",""
6727,6776,0,"Cases: 0.16963475221837",""
6728,6777,0,"XGB Error rate: 0.0",""
6729,6778,0,"KNN Error rate: 0.0",""
6730,6779,0,"",""
6731,6780,0,"H2 Testing policy: 5",""
6732,6781,0,"H3 Contact Tracing: 5",""
6733,6782,0,"H4 Emergency investment in healthcare: 5",""
6734,6783,0,"H5 Investment in vaccines'5",""
6735,6784,0,"H6 Facial Coverings5",""
6736,6785,0,"Policy change today",""
6737,6786,0,"",""
6738,6787,0,"symptoms indicate covid-19: 0.0",""
6739,6788,0,"symptoms related to influenza: 0.0",""
6740,6789,0,"doctors visits related to covid: 0.33483",""
6741,6790,0,"Hospital visits: 0.087849",""
6742,6791,0,"Covid tests: 0.0",""
6743,6792,0,"",""
6744,6793,0,"E1 Income support: 5",""
6745,6794,0,"E2 Debt/contract relief: 5",""
6746,6795,0,"E3 Fiscal measures: 5",""
6747,6796,0,"Policy change today",""
6748,6797,0,"",""
6749,6798,0,"C1 School closing: 5",""
6750,6799,0,"C2_Workplace closing: NYC mayor, officials urge New Yorkers to work from home. "For a business that can allow more employees to telecommute, we want you to do that," New York City Major DeBlasio said at a press briefing. "We simply want to reduce the number of people on mass transit just to open up some more space." https://web.archive.org/web/20200628141740/https://www.cnbc.com/2020/03/09/nyc-mayor-urges-new-yorkers-to-work-from-home.html",""
6751,6800,0,"C3_Cancel public events: 5",""
6752,6801,0,"C4_Restrictions on gatherings5",""
6753,6802,0,"C5_Close public transportGov. Andrew Cuomo is urging New Yorkers to stay away from crowded places, including workspaces and public transportation, as the number of coronavirus cases continues to climb.  https://web.archive.org/web/20200626121239/https://www.pix11.com/news/coronavirus/avoid-crowded-subways-work-from-home-if-possible-cuomo-says-amid-coronavirus-concerns",""
6754,6803,0,"C6 Stay at home requirements: Gov. Andrew Cuomo is urging New Yorkers to stay away from crowded places, including workspaces and public transportation, as the number of coronavirus cases continues to climb.    https://web.archive.org/web/20200626121239/https://www.pix11.com/news/coronavirus/avoid-crowded-subways-work-from-home-if-possible-cuomo-says-amid-coronavirus-concerns",""
6755,6804,0,"C7_Restrictions on internal movement5",""
6756,6805,0,"C8 International travel controls5",""
6757,6806,0,"Policy change today",""
6758,6807,0,"",""
6759,6808,0,"move at home %: 0.22213569801307997",""
6760,6809,0,"move away part_time: 0.11721822015294998",""
6761,6810,0,"move away full time: 0.09346681950601801",""
6762,6811,0,"",""
6763,6812,0,"H1 Public information campaigns: 5",""
6764,6813,0,"Policy change today",""
6765,6814,0,"",""
6766,6815,0,"search terms related to covid-19 %: 11.636620419074",""
6767,6816,0,"Day: 10",""
6768,6817,0,"",""
6769,6818,0,"Deaths: 0.0",""
6770,6819,0,"Cases: 0.071966258516885",""
6771,6820,0,"XGB Error rate: 0.0",""
6772,6821,0,"KNN Error rate: 0.0",""
6773,6822,0,"",""
6774,6823,0,"H2 Testing policy: 5",""
6775,6824,0,"H3 Contact Tracing: 5",""
6776,6825,0,"H4 Emergency investment in healthcare: 5",""
6777,6826,0,"H5 Investment in vaccines'5",""
6778,6827,0,"H6 Facial Coverings5",""
6779,6828,0,"Policy change today",""
6780,6829,0,"",""
6781,6830,0,"symptoms indicate covid-19: 0.0",""
6782,6831,0,"symptoms related to influenza: 0.0",""
6783,6832,0,"doctors visits related to covid: 0.337256",""
6784,6833,0,"Hospital visits: 0.11074500000000001",""
6785,6834,0,"Covid tests: 0.0",""
6786,6835,0,"",""
6787,6836,0,"E1 Income support: 5",""
6788,6837,0,"E2 Debt/contract relief: 5",""
6789,6838,0,"E3 Fiscal measures: 5",""
6790,6839,0,"Policy change today",""
6791,6840,0,"",""
6792,6841,0,"C1 School closing: 5",""
6793,6842,0,"C2_Workplace closing: 5",""
6794,6843,0,"C3_Cancel public events: 5",""
6795,6844,0,"C4_Restrictions on gatherings5",""
6796,6845,0,"C5_Close public transport5",""
6797,6846,0,"C6 Stay at home requirements: 5",""
6798,6847,0,"C7_Restrictions on internal movement5",""
6799,6848,0,"C8 International travel controls5",""
6800,6849,0,"Policy change today",""
6801,6850,0,"",""
6802,6851,0,"move at home %: 0.23775310570429",""
6803,6852,0,"move away part_time: 0.11750119825217",""
6804,6853,0,"move away full time: 0.10069477462089",""
6805,6854,0,"",""
6806,6855,0,"H1 Public information campaigns: 5",""
6807,6856,0,"Policy change today",""
6808,6857,0,"",""
6809,6858,0,"search terms related to covid-19 %: 15.642769951326999",""
6810,6859,0,"Day: 11",""
6811,6860,0,"",""
6812,6861,0,"Deaths: 0.0051404470369204",""
6813,6862,0,"Cases: 0.3289886103629",""
6814,6863,0,"XGB Error rate: 0.0",""
6815,6864,0,"KNN Error rate: 0.0",""
6816,6865,0,"",""
6817,6866,0,"H2 Testing policy: During a novel coronavirus briefing, Governor Andrew M. Cuomo today announced that New York State will contract with 28 private labs to increase testing capacity for the novel coronavirus. Following a call with the 28 labs, the Governor announced that he has instructed the labs to begin testing immediately as soon as they are ready. The 28 labs are specialized in virology and are routine partners with the New York State Department of Health.    Note - Testing is still limited to eligibility defined by health worker and vulnerable demographics.     https://web.archive.org/web/20200710143210/https://www.governor.ny.gov/news/during-novel-coronavirus-briefing-governor-cuomo-announces-new-york-state-will-contract-28",""
6818,6867,0,"H3 Contact Tracing: 5",""
6819,6868,0,"H4 Emergency investment in healthcare: 5",""
6820,6869,0,"H5 Investment in vaccines'5",""
6821,6870,0,"H6 Facial Coverings5",""
6822,6871,0,"Policy change today",""
6823,6872,0,"",""
6824,6873,0,"symptoms indicate covid-19: 0.0",""
6825,6874,0,"symptoms related to influenza: 0.0",""
6826,6875,0,"doctors visits related to covid: 0.358408",""
6827,6876,0,"Hospital visits: 0.129708",""
6828,6877,0,"Covid tests: 0.0",""
6829,6878,0,"",""
6830,6879,0,"E1 Income support: 5",""
6831,6880,0,"E2 Debt/contract relief: 5",""
6832,6881,0,"E3 Fiscal measures: 5",""
6833,6882,0,"Policy change today",""
6834,6883,0,"",""
6835,6884,0,"C1 School closing: 5",""
6836,6885,0,"C2_Workplace closing: 5",""
6837,6886,0,"C3_Cancel public events: 5",""
6838,6887,0,"C4_Restrictions on gatherings5",""
6839,6888,0,"C5_Close public transport5",""
6840,6889,0,"C6 Stay at home requirements: 5",""
6841,6890,0,"C7_Restrictions on internal movement5",""
6842,6891,0,"C8 International travel controls5",""
6843,6892,0,"Policy change today",""
6844,6893,0,"",""
6845,6894,0,"move at home %: 0.23893987534688",""
6846,6895,0,"move away part_time: 0.12248391324116001",""
6847,6896,0,"move away full time: 0.10518310981102001",""
6848,6897,0,"",""
6849,6898,0,"H1 Public information campaigns: 5",""
6850,6899,0,"Policy change today",""
6851,6900,0,"",""
6852,6901,0,"search terms related to covid-19 %: 20.326518834829997",""
6853,6902,0,"Day: 12",""
6854,6903,0,"",""
6855,6904,0,"Deaths: 0.0",""
6856,6905,0,"Cases: 0.41123576295363",""
6857,6906,0,"XGB Error rate: 0.0",""
6858,6907,0,"KNN Error rate: 0.0",""
6859,6908,0,"",""
6860,6909,0,"H2 Testing policy: 5",""
6861,6910,0,"H3 Contact Tracing: 5",""
6862,6911,0,"H4 Emergency investment in healthcare: 5",""
6863,6912,0,"H5 Investment in vaccines'5",""
6864,6913,0,"H6 Facial Coverings5",""
6865,6914,0,"Policy change today",""
6866,6915,0,"",""
6867,6916,0,"symptoms indicate covid-19: 0.0",""
6868,6917,0,"symptoms related to influenza: 0.0",""
6869,6918,0,"doctors visits related to covid: 0.356485",""
6870,6919,0,"Hospital visits: 0.156692",""
6871,6920,0,"Covid tests: 0.0",""
6872,6921,0,"",""
6873,6922,0,"E1 Income support: 5",""
6874,6923,0,"E2 Debt/contract relief: 5",""
6875,6924,0,"E3 Fiscal measures: 5",""
6876,6925,0,"Policy change today",""
6877,6926,0,"",""
6878,6927,0,"C1 School closing: Governor Andrew M. Cuomo today accepted the recommendation of State Health Commissioner Dr. Howard Zucker for new emergency measures to contain the novel coronavirus cluster in New Rochelle. The area currently has 108 confirmed cases and is considered a "cluster." The protocols include closing schools, houses of worship and other large gathering facilities within a one-mile radius in New Rochelle for a two-week period, from Thursday, March 12th to Wednesday, March 25th.   https://web.archive.org/web/20200715085753/https://www.governor.ny.gov/news/governor-cuomo-accepts-recommendation-state-health-commissioner-new-emergency-measures-contain",""
6879,6928,0,"C2_Workplace closing: In declaring a state of emergency in New York City, Mayor Bill de Blasio also said that at least 35,000 city employees will work from home during the outbreak, and another 70,000 employees will be put on a staggered schedule. Since this means that at least a number of non-critical city workplaces will effectively be telework only (and therefore qualify for "some sectors"), coded as 2T from March 12.   https://web.archive.org/web/20200703073725/https://edition.cnn.com/2020/03/12/us/nyc-coronavirus-update/index.html  https://web.archive.org/web/20200802093359/https://www.nytimes.com/2020/03/12/nyregion/coronavirus-new-york-update.html",""
6880,6929,0,"C3_Cancel public events: Governor Andrew M. Cuomo today accepted the recommendation of State Health Commissioner Dr. Howard Zucker for new emergency measures to contain the novel coronavirus cluster in New Rochelle. The area currently has 108 confirmed cases and is considered a "cluster." The protocols include closing schools, houses of worship and other large gathering facilities within a one-mile radius in New Rochelle for a two-week period, from Thursday, March 12th to Wednesday, March 25th.   https://web.archive.org/web/20200715085753/https://www.governor.ny.gov/news/governor-cuomo-accepts-recommendation-state-health-commissioner-new-emergency-measures-contain",""
6881,6930,0,"C4_Restrictions on gatherings5",""
6882,6931,0,"C5_Close public transport5",""
6883,6932,0,"C6 Stay at home requirements: 5",""
6884,6933,0,"C7_Restrictions on internal movement5",""
6885,6934,0,"C8 International travel controls5",""
6886,6935,0,"Policy change today",""
6887,6936,0,"",""
6888,6937,0,"move at home %: 0.25781925541746",""
6889,6938,0,"move away part_time: 0.10898031745621001",""
6890,6939,0,"move away full time: 0.09318689938369801",""
6891,6940,0,"",""
6892,6941,0,"H1 Public information campaigns: 5",""
6893,6942,0,"Policy change today",""
6894,6943,0,"",""
6895,6944,0,"search terms related to covid-19 %: 22.334551095616998",""
6896,6945,0,"Day: 13",""
6897,6946,0,"",""
6898,6947,0,"Deaths: 0.0",""
6899,6948,0,"Cases: 0.42665710406439",""
6900,6949,0,"XGB Error rate: 0.0",""
6901,6950,0,"KNN Error rate: 0.0",""
6902,6951,0,"",""
6903,6952,0,"H2 Testing policy: 5",""
6904,6953,0,"H3 Contact Tracing: 5",""
6905,6954,0,"H4 Emergency investment in healthcare: 5",""
6906,6955,0,"H5 Investment in vaccines'5",""
6907,6956,0,"H6 Facial Coverings5",""
6908,6957,0,"Policy change today",""
6909,6958,0,"",""
6910,6959,0,"symptoms indicate covid-19: 0.0",""
6911,6960,0,"symptoms related to influenza: 0.0",""
6912,6961,0,"doctors visits related to covid: 0.373494",""
6913,6962,0,"Hospital visits: 0.17768499999999998",""
6914,6963,0,"Covid tests: 0.0",""
6915,6964,0,"",""
6916,6965,0,"E1 Income support: 5",""
6917,6966,0,"E2 Debt/contract relief: In response to Governor Andrew M. Cuomo’s directive, the New York State Department  of Public Service announced today that it would immediately work with utilities across the State to  ensure any customers affected by COVID-19 restrictions they will not lose power or heat due to  financial hardship. The State’s major electric, gas, and water utilities will take immediate action to  suspend service shutoffs to households during the COVID-19 outbreak.    https://web.archive.org/web/20200414201044/http://www3.dps.ny.gov/pscweb/WebFileRoom.nsf/ArticlesByCategory/3F74F913F5E331B28525852A006FB646/$File/pr20023.pdf?OpenElement",""
6918,6967,0,"E3 Fiscal measures: 5",""
6919,6968,0,"Policy change today",""
6920,6969,0,"",""
6921,6970,0,"C1 School closing: Herkimer County schools closing for a month in response to coronavirus pandemic, starting on March 16th. https://web.archive.org/web/20200315150628/https://www.syracuse.com/coronavirus/2020/03/herkimer-county-schools-closing-for-a-month-in-response-to-coronavirus-pandemic.html  ",""
6922,6971,0,"C2_Workplace closing: 5",""
6923,6972,0,"C3_Cancel public events: During a novel coronavirus briefing, Governor Andrew M. Cuomo today announced the state will institute limits on mass gatherings, directing events with 500 or more individuals in attendance to be cancelled or postponed. Public health experts agree mass gatherings with people making sustained close contact are a place where the novel coronavirus can easily infect many people quickly and continue its spread. As such, events, gatherings, or places of business with less than 500 individuals in attendance will be required to cut capacity by 50 percent, with exceptions being made for spaces where individuals do not make sustained close contact, such as schools, hospitals, public buildings, mass transit, grocery stores and retail stores. These new regulations will go into effect Friday, March 13th at 5pm, with the exception of Broadway Theaters where the limits will go into effect this evening at 5pm.    Since this means that at least some public events are required to be cancelled (500+ attendees), recoded to 2G on review.    https://web.archive.org/web/20200618133652/https://www.governor.ny.gov/news/during-novel-coronavirus-briefing-governor-cuomo-announces-new-mass-gatherings-regulations",""
6924,6973,0,"C4_Restrictions on gatheringsGovernor Cuomo announced that gatherings larger than 500 people must be cancelled or postponed.  https://web.archive.org/web/20200618133652/https://www.governor.ny.gov/news/during-novel-coronavirus-briefing-governor-cuomo-announces-new-mass-gatherings-regulations",""
6925,6974,0,"C5_Close public transport5",""
6926,6975,0,"C6 Stay at home requirements: 5",""
6927,6976,0,"C7_Restrictions on internal movement5",""
6928,6977,0,"C8 International travel controls5",""
6929,6978,0,"Policy change today",""
6930,6979,0,"",""
6931,6980,0,"move at home %: 0.24718223241379",""
6932,6981,0,"move away part_time: 0.10113968788945",""
6933,6982,0,"move away full time: 0.073904369235808",""
6934,6983,0,"",""
6935,6984,0,"H1 Public information campaigns: 5",""
6936,6985,0,"Policy change today",""
6937,6986,0,"",""
6938,6987,0,"search terms related to covid-19 %: 23.848308851964003",""
6939,6988,0,"Day: 14",""
6940,6989,0,"",""
6941,6990,0,"Deaths: 0.020561788147682",""
6942,6991,0,"Cases: 0.91499957257183",""
6943,6992,0,"XGB Error rate: 0.0",""
6944,6993,0,"KNN Error rate: 0.0",""
6945,6994,0,"",""
6946,6995,0,"H2 Testing policy: 5",""
6947,6996,0,"H3 Contact Tracing: 5",""
6948,6997,0,"H4 Emergency investment in healthcare: 5",""
6949,6998,0,"H5 Investment in vaccines'5",""
6950,6999,0,"H6 Facial Coverings5",""
6951,7000,0,"Policy change today",""
6952,7001,0,"",""
6953,7002,0,"symptoms indicate covid-19: 0.0",""
6954,7003,0,"symptoms related to influenza: 0.0",""
6955,7004,0,"doctors visits related to covid: 0.40123000000000003",""
6956,7005,0,"Hospital visits: 0.252743",""
